¹ØÏµ,»¥¶¯Ç¿¶È,½»Åä,Ç×ÃÜÐÔ,´ú¹µÆÀ¹À,ÒÀÁµ,ÐÅÈÎÆÀ¹À,ÐÅÏ¢´«µÝ,¹²ÓÐÊ½·ÖÏí,¹ØÏµÐ§¼Û,¾ßÌåÐÔ,³åÍ»,¿É¼ûÐÔ,Í¬²½ÐÔ,Æ·µÂÆÀ¹À,ÉÌÆ·½»»»,¶ÔÏà¹ØÈËÔ±µÄÖØÒªÐÔ,¶ÔÉç»áµÄÖØÒªÐÔ,Æ½µÈÐÔ,Ç¿ÆÈ,³Ö¾ÃÐÔ,·þÎñ½»»»,ÆÚ´ý»¥»ÝÐÔ,ÕýÊ½ÐÔ,°®µÄ±í´ï,¶ÀÌØÐÔ,ÀíÐÔ,Éç»áÇé¸ÐÐÔ,»ý¼«ÐÔ,¿Õ¼ä¾àÀë,Ö°ÒµÐÔ,ÁªÃË/ÁªºÏ×éÖ¯,Ì¸ÅÐ,½ðÇ®½»»»
¹Ã-É©,1.204338269,-1.173147025,1.453667355,-1.592744143,0.172675708,-0.575028215,-0.141920847,1.045745744,0.43651894,-0.879626176,0.556316888,0.78784533,-2.086786945,-1.000523331,-2.277731238,-0.40675036,0.319644641,1.188307529,-1.437128876,-0.208185563,-1.525671638,1.615352664,1.381770117,-0.794907463,0.768403711,-0.400874238,0.676879317,-0.318372743,-2.115386107,-1.362962666,-0.672642259,0.38906436,0.274780521
¹ÃÄ¸-Ö¶Å®,0.511228606,0.724698445,1.571834769,-0.152321741,0.958439764,0.653489075,-0.773093816,0.719118934,1.068683338,0.588863275,-1.108782622,1.359118547,-1.884808701,0.508433699,-1.826352194,0.563758593,0.697020653,0.253281868,-0.994743839,0.976821312,-0.937243957,0.079181505,-0.001506302,1.801146158,1.496967841,0.987919839,1.464264644,1.408511126,-0.189669527,-0.899228861,-1.781390933,-1.214164241,-2.088855752
¹ÃÄ¸-Ö¶×Ó,0.420822998,0.043420584,0.153825793,0.027731059,0.822963202,0.302484135,0.990477715,-0.538394284,1.031497197,1.017172698,0.154396317,0.817912341,0.475812028,-0.00266465,0.34026722,1.032280156,0.520125648,0.326006086,0.264352034,0.064045746,0.440211751,1.280188047,1.394345357,0.306905992,-1.633159534,1.735732035,-0.094102149,0.453213667,0.221306572,0.376039103,-1.742713654,0.053843834,-0.607843151
¹Ã¸¸-Ö¶×Ó,-0.76951751,-0.832508094,-0.880139085,0.611102132,-0.978875063,-0.560403009,-0.587454707,-1.06099718,-0.139866247,0.481785919,-0.132689805,0.622476767,0.08447918,-0.100016717,0.927059978,-1.126265618,-0.187454375,0.003941692,0.33241127,-0.944811458,-0.041229079,-0.800625613,1.092539593,-1.383547528,-0.324442485,0.493829639,-1.324391722,-1.236927993,-0.377544315,0.005052059,0.036441195,0.840883329,0.96292779
¹Ã±íÐÖÃÃ,-0.317489469,-0.260721318,-0.688117037,-0.584448462,-1.033065687,-1.203912066,-1.682725448,-1.240641925,-0.084087036,0.160553852,-0.405421622,0.532275733,-1.102143005,-0.392072916,0.189807539,-1.460923878,0.531918648,0.357173608,-0.501314375,-0.912784245,-0.709896898,0.400380929,0.249998501,-1.609947554,0.107299222,0.987919839,-1.193160834,-1.971772193,-0.119216481,-0.435495056,-0.762889245,0.724284885,0.155102735
¹Ã±íÐÖµÜ,-0.885035787,-0.978496207,0.528022606,-0.642065358,-0.423421161,-0.945533429,0.575883706,-0.609163426,-0.827809857,0.099366791,0.441482439,-0.655371218,0.050816139,0.394856288,1.192872082,-0.228265955,-0.152075374,-0.363142456,0.105547149,-1.467922601,0.364429398,0.405035993,0.375750903,-1.016276377,-0.760681501,1.005724892,-0.876019522,-1.44513385,0.593142091,1.419440165,0.685359992,1.069221948,1.371826893
¹Ã±í½ãÃÃ,0.194808977,-0.16339591,0.316305988,-1.362276559,-0.735017252,0.448736194,0.916222072,0.033202633,1.050090268,0.344115033,-0.749924969,1.569587627,-0.193240906,0.922179981,-0.773134423,-0.440216186,-0.187454375,1.240253399,-0.756536512,0.04803214,-0.094722505,0.553998045,0.237423261,0.337092663,-0.229998987,0.493829639,0.414417542,-0.630681528,0.726220066,-0.250001533,-0.208514908,-1.02469177,-0.577923704
¹Ã±í½ãµÜ,-0.091475449,-0.893336475,0.596953598,-0.987766734,-0.680826628,0.536487429,0.062282172,0.441486145,-0.2328316,1.139546818,-0.017855356,-0.099131507,0.046608259,0.411081632,1.498806768,0.128702855,0.60267665,0.564957088,-0.41624033,1.12094377,-0.643030117,1.05674497,0.036219418,0.155972642,0.03983958,0.266815222,0.037128739,-0.042806168,0.503118755,-0.713735339,-0.015128511,-0.514573579,-0.323608409
ÒÌÄ¸-ÍâÉû,-2.4922466,1.032895572,-1.77624198,0.673520436,-1.037581573,-0.419026019,-2.369590149,-0.369637099,0.262983615,-0.736856368,-0.630305751,0.968247398,-0.067004504,-0.027002667,-0.833318296,-1.499967341,-1.850267429,-1.277389769,-0.438926742,-0.101428187,0.328767114,-0.768040164,-1.569219578,-0.110676276,-1.102477019,-0.685755074,0.414417542,-1.249175396,-1.254293327,-0.528241817,-0.174135104,-0.563156264,-0.243823218
ÒÌÄ¸-ÍâÉûÅ®,0.601634214,-1.173147025,0.803746574,-0.152321741,1.093916325,1.004494015,-0.290432134,2.352252983,1.998336865,1.200733879,-1.568120417,0.36690717,1.195359522,1.725334529,1.574036609,1.199609286,-2.557847451,0.523400392,-1.437128876,1.585338356,2.111881299,-1.7362935,-2.239899054,2.163386198,2.009661118,-1.843083472,1.989188196,0.196018197,-1.833573924,-1.362962666,-2.219733432,-1.534809961,1.292041702
ÒÌ¸¸-ÍâÉû,0.059200565,-0.589194573,-0.082509036,0.539081012,0.253961645,1.44325019,1.120425091,0.555805529,0.882752633,-0.573690873,-0.391067316,1.028381421,0.58942479,0.0703494,-0.442123124,0.362963637,0.366816643,-0.453181964,-0.518329184,-0.144131137,0.854785799,0.079181505,-1.359632242,0.955919398,-0.52682141,-0.667950022,0.742494761,0.379729247,-0.401028664,0.770212838,0.255612444,-0.135628637,0.394458307
ÒÌ±íÐÖÃÃ,1.023527053,0.10830419,1.099165111,-1.122206158,1.27455174,0.536487429,0.996665685,0.958645261,0.535681983,-0.471712439,-0.726001125,-1.276756121,2.104261621,0.362405599,-0.632705387,1.154988185,0.822812657,0.99437628,-0.597731627,0.923442624,-0.241829425,-0.190812214,-0.328462547,0.613803804,0.840360662,-0.899415701,0.545648429,1.592222176,1.407266173,0.399225794,0.754119599,-0.54372319,-0.902051041
ÒÌ±íÐÖµÜ,-0.784585112,-1.173147025,-0.555178695,-1.592744143,-0.369230537,-0.692029862,-0.810221638,0.065865314,-1.720277244,-0.206568511,-0.764279275,0.126371079,-2.086786945,-1.195227464,1.092565628,-1.678451747,-1.89743943,1.977884753,-1.028773457,-0.144131137,-0.081349148,0.833301892,0.87876051,-0.915654143,-1.768078818,0.453768271,0.414417542,-1.053216943,-2.115386107,-0.713735339,-0.878921082,-0.718620855,0.992847237
ÒÌ±í½ãÃÃ,-0.573638693,-0.771679714,-0.008654402,-1.304659663,0.13203274,-0.107021628,0.619199498,-1.207979244,-0.084087036,0.558269744,-0.678153438,-0.219399553,-0.193240906,0.897841965,0.265037379,0.128702855,0.189921637,0.450676174,-0.960714221,0.704590003,-0.308696207,-0.311843881,-0.491940669,0.533306018,-0.36491827,-0.841549281,0.315994376,0.857377977,-0.588903452,-0.713735339,0.577923105,-0.718620855,0.259820798
ÒÌ±í½ãµÜ,0.842715836,-1.173147025,0.2129095,-1.304659663,0.281056957,-0.048520805,1.120425091,-0.06478541,0.882752633,-0.14538145,-0.764279275,0.487175216,1.195359522,-0.611115065,0.791646265,-0.473682012,0.413988644,0.814297264,-1.096832694,0.49641312,1.042012788,1.112605739,-0.730870233,0.110692637,0.066823437,-0.133798454,0.020724878,-0.538826003,0.608798323,0.584719316,0.977588324,1.788245684,0.992847237
ÆÅÆÅ-¶ùÏ±,-0.54350349,0.165077345,-0.9983065,0.481464115,-0.071182102,-0.560403009,0.173665638,-1.240641925,-0.92077521,1.093656523,1.876913052,0.772811824,0.526306589,0.435419649,-0.201387633,0.54702568,0.095577634,-0.744078836,0.468529743,0.288236236,0.654185453,0.917093046,0.87876051,-0.960934148,0.188250792,0.881089526,-1.307987861,-0.006063958,0.409181361,-0.690548648,-0.917598362,-0.427124746,-0.039373667
ÔÀÄ¸-Å®Ðö,-0.402872544,-0.313439248,-0.397622142,0.510272564,-1.597551359,-0.926033155,-0.686462232,0.109415555,-1.001345182,0.282927972,0.058700943,-0.254477733,-0.588781634,-1.422382286,0.611094647,0.017150102,0.005164631,-0.46010808,-0.144003384,-0.955487196,0.970688221,0.162972659,0.258381994,-1.137023057,-2.019928147,0.792064264,-1.554045776,-0.612310423,0.624454555,0.739297251,-0.260084614,0.544528951,1.112525023
ÔÀ¸¸-Å®Ðö,-1.073883058,0.033688043,-1.216916217,0.959684353,-1.528909902,-0.399525745,0.481826558,-1.096926129,-1.050926704,0.968223049,0.200330097,-0.029977381,-0.09730124,-0.202236386,1.513852736,-0.179182743,0.357382242,-1.047442717,1.761655235,-0.87435159,1.23458912,-0.317429958,0.908941086,-1.7246569,0.466184516,0.945187714,-2.564523612,-0.862157451,0.571223365,0.696015429,0.265926385,1.461770041,1.447622824
¸ÉÂè-¸ÉÅ®¶ù,0.902986242,0.286734105,0.803746574,1.28810066,1.63582257,0.419485782,-0.587454707,0.392492124,1.998336865,1.200733879,-0.936530948,2.170927855,0.185468302,-0.708467132,-1.435157022,0.195634507,0.27247264,-1.346650929,-1.437128876,0.304249842,-1.097724234,-0.898381959,1.532672999,0.352185998,0.930306851,-0.240628767,0.348802098,0.563440297,-1.176012166,-1.362962666,-2.219733432,-1.534809961,-1.101514018
¸Éµù-¸É¶ù×Ó,0.240011781,-1.173147025,1.099165111,1.115249972,-2.753618016,0.009980019,0.971913804,0.719118934,0.659635786,-2.103367384,-1.568120417,0.727711307,-2.086786945,-0.513762999,-1.796260258,-0.0720921,-0.623795389,1.354534313,-1.437128876,-0.208185563,-1.846632191,1.112605739,1.230867235,0.533306018,0.660468284,-1.522592531,0.21757121,1.445253336,-2.115386107,-1.362962666,-2.219733432,-1.534809961,-1.221191804
Òì¸¸ÒìÄ¸ÐÖ-Òì¸¸ÒìÄ¸ÃÃ,0.179741376,-0.954164855,-2.504941037,-1.347872335,-1.019518031,-1.452540565,-0.810221638,-0.587388306,0.064657529,-0.237162041,-0.276232867,0.908113376,0.033984619,0.508433699,-2.006903812,1.50080172,-0.788897394,1.437647705,-0.41624033,0.49641312,-1.659405202,-0.870451575,-1.183578879,-1.549574213,1.227129274,0.13327733,0.250378932,0.489955877,1.219391385,-0.760108719,0.075118474,-0.22307747,-1.729822394
Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸ÃÃ,-0.664044301,2.817194731,-0.614262402,-1.419893455,-1.72399615,0.126981665,-1.701289358,-1.828570183,-0.009714753,0.588863275,-0.017855356,1.088515444,0.286457424,-0.2217068,-1.495340894,0.530292767,-1.189859407,1.188307529,-0.620418039,-0.016022286,-1.579165063,0.945023431,1.532672999,-2.002374264,-0.52682141,1.735732035,-2.931970098,0.122533777,0.233048747,-0.528241817,1.544855088,-0.893518521,-1.34086959
Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸µÜ,-0.633909098,-1.027158912,-1.500518012,-1.391085007,0.687486641,0.068480842,0.266485192,0.392492124,0.473705081,-0.726658524,-1.395868744,0.216572113,1.649810572,0.849165931,-0.652766678,-0.005160449,-0.906827398,1.728544577,-1.198921548,0.720603609,-0.322069563,-2.015597347,-1.93809329,0.261625987,1.443000128,-1.495884952,-0.143313732,-0.171403903,-0.471481709,-1.084722383,-0.182730055,-1.418211517,-0.951916785
µÜÏ±-²®,-0.242151462,-1.173147025,-0.259760158,0.798357044,-0.477611786,-0.399525745,0.155101727,-0.522062944,0.43651894,0.833611516,0.154396317,0.968247398,0.740908473,-0.805819198,1.574036609,-0.473682012,0.178128637,-0.80641388,-0.552358803,0.04803214,-0.616283404,0.274694198,-0.026656783,-1.036400823,-0.580789123,-0.881610649,-0.897891337,-0.685794843,-0.612387801,0.95570636,-0.517933142,0.972056578,0.873169451
×å²®Êå-×åÖ¶,-1.327018761,2.476555801,0.331076915,1.00001618,1.473250696,-1.218537272,-2.740868366,1.372372554,-0.084087036,-0.512503813,-0.592027601,0.908113376,-1.228379407,0.654461798,-1.61570864,-0.540613664,-1.803095427,-1.429764321,0.468529743,1.585338356,1.309479916,1.503631125,-1.686588486,1.016292738,-2.901400798,-1.522592531,0.808110205,1.298284497,-0.330575618,-0.713735339,1.596424793,-1.243313852,-0.981836232
×å½ã-×åÃÃ,1.445419891,-1.173147025,0.980997696,-1.592744143,0.660391329,-3.675571852,0.377868657,0.2618414,0.43651894,-1.736245021,-1.568120417,0.667577284,-2.086786945,-2.266100195,-1.61570864,-0.40675036,-0.199247376,0.814297264,-1.437128876,-0.080076712,-1.418684787,1.224327278,1.482372038,-0.674160783,-1.768078818,-1.20210159,0.414417542,0.342987037,-2.115386107,-1.362962666,-0.208514908,-1.534809961,-0.084252837
Ôø×æÄ¸-ÔøËïÅ®,1.641298709,0.408390866,1.89679516,0.96400562,1.8119421,0.668114281,0.136537816,1.339709873,-0.214238529,0.833611516,0.154396317,0.517242227,1.043875839,1.36026428,-0.532398933,1.50080172,1.22770567,-0.172674266,0.638677834,1.409188685,0.239611405,2.397403435,1.356619637,1.544559463,-1.741094961,0.213400065,1.021360398,-0.483712688,1.031516597,1.257133333,-1.407510566,-0.38340033,-1.610144608
Ôø×æÄ¸-ÔøËï×Ó,0.541363809,0.359728162,0.951455842,1.014420404,0.335247582,-0.077771217,1.046169448,1.503023277,0.027471388,-0.726658524,-0.649444826,0.457108204,0.134973741,0.167701466,0.009255921,-0.540613664,0.531918648,0.23250352,0.876885162,0.528440332,-0.00110901,0.051251121,0.87876051,0.774799378,-2.415691378,-0.908318228,0.644071595,0.600182507,-0.635872149,-0.157254772,0.255612444,-0.368825524,-0.892077892
Ôø×æ¸¸-ÔøËïÅ®,0.059200565,0.104248964,0.094742086,1.129654196,0.470724143,0.229358106,0.062282172,-0.260761496,0.45511201,-0.726658524,-0.678153438,0.336840159,0.501059308,1.068208081,0.219899475,0.814752288,1.21591267,-0.899916446,0.570618598,0.688576397,1.135626283,0.428311314,0.501503305,0.669146033,0.714435997,-0.36081287,0.414417542,0.655295822,0.49137658,0.376039103,0.900233766,-0.485423968,-0.203930623
Ôø×æ¸¸-ÔøËï×Ó,-0.591719814,0.695500822,-0.094325778,1.213198696,0.389438206,0.723690063,0.942211547,1.13720125,1.090995023,-0.341180044,-0.75279583,0.980274203,0.094578092,0.537639319,-0.363884089,0.717701392,0.838536658,-1.213669501,-0.484299566,0.944794099,0.143323239,-0.49618442,0.828459549,0.448783342,0.682055369,-0.432923332,0.440663719,0.769196673,-0.264819442,-0.268550886,1.080727736,-0.508743657,1.13646058
Ä¸Å®,1.156121945,1.298918356,1.961787238,0.297090048,2.156052565,1.776704883,0.882807032,0.810574441,0.168778724,0.221740912,0.992687795,0.427041193,1.589217098,1.472219157,-1.435157022,1.868925805,1.932927093,0.265748877,1.380523511,1.444418619,2.047689188,1.80527928,0.45623244,1.12496475,-1.347130653,0.667428898,0.978710359,1.430556452,2.121190369,-0.231452181,-0.724211965,0.610601403,-1.292998476
Ä¸×Ó,0.493147484,0.89988418,0.082925344,0.516034253,1.332355073,1.027894345,0.259059627,0.248776328,0.139029811,-0.659352758,0.900820235,0.390960779,0.054182443,0.673932212,-0.424067962,0.209020838,1.168740669,0.182635485,1.203569496,0.919172329,-0.20973337,-0.64142242,-0.781171193,0.835172718,-1.066498544,-0.73204821,0.243817387,0.004958705,0.326986141,-0.287100238,0.554716737,0.797158913,0.526103872
¸¸Å®,-0.097502489,-0.11230007,-0.117959261,1.074918145,0.55201008,0.384385288,0.259059627,0.287971545,0.719133612,-1.173324066,0.37258177,-0.727532046,0.781304122,0.829695518,0.731462392,1.146063965,1.187609469,-1.105622092,0.917720703,0.867928788,0.164720609,-0.105159034,0.194667444,-0.046278047,0.671261827,-0.315409987,0.046971056,0.357683921,1.341509997,0.751663486,1.534541146,0.773839224,0.035424949
¸¸×Ó,1.10790562,1.182127865,0.520144779,1.00577787,1.148106949,1.027894345,0.986764933,1.098006033,0.64476133,-0.524741225,0.429998995,1.112569053,0.720710649,0.849165931,0.587021098,1.33347259,1.53668228,-0.099950048,0.672707452,1.175390032,-0.081349148,-0.574389497,0.023644178,0.871396722,0.865545595,-0.699999116,1.070571981,0.827984209,1.275753821,-0.435495056,1.070413795,0.494002959,0.358554971
×æÏÈ-ºó´ú,0.933121444,1.162662784,1.749085891,1.0720373,-0.938232094,0.360984959,-1.107244211,0.947757701,0.957124915,0.680643865,-0.103981193,1.479386592,-1.657583176,-0.027002667,0.039347857,-1.410725139,-0.435107383,-1.699882845,-0.552358803,1.008848525,0.212864692,1.391909586,-1.862641849,0.865359388,1.119193848,2.48354423,0.480032985,1.004346817,-1.434339999,-0.528241817,1.725349058,-0.86436891,-1.460547376
×æÄ¸-ËïÅ®,-0.227083861,0.870686558,0.818517501,1.14405842,1.662917882,1.560251837,-0.030537382,1.486691937,1.198834832,-1.262045303,-0.979593867,0.502208721,-0.193240906,0.995194031,-1.089099754,0.831485201,-0.222833376,-1.034975708,-0.467284757,1.184998196,-0.388936345,-1.484920038,-1.711738966,1.303066103,0.485073216,-1.242162958,0.824514066,1.169686762,0.033431784,-0.8064821,-0.221407334,-1.301613074,-0.921997339
×æÄ¸-Ëï×Ó,0.384660755,1.542231878,0.673762418,0.982731111,-0.011572415,0.583288087,0.377868657,0.549272993,0.198527637,-0.683827582,-0.362358703,-1.485220733,-0.592147938,-0.143825146,0.322212058,-0.620931646,-0.303025779,-0.781479863,-0.71570097,0.701387282,0.667558809,0.877990508,-0.489425621,0.907620726,-1.260782312,-0.774780335,0.847479471,0.151927545,-0.076944654,-0.454044408,0.090589386,-0.567042878,-0.694609546
×æ¸¸-ËïÅ®,-0.829787916,0.761195473,-0.333614792,1.14405842,-1.195637561,0.945993192,0.025154351,1.470360596,0.566670434,0.237037677,-0.663799132,1.374152052,-1.36723945,0.313729566,0.234945443,-0.875271923,-0.65917439,-1.564823583,0.111218752,0.704590003,0.226238049,-0.758730036,-0.202710145,1.001199403,-0.621264908,-1.188747801,0.7260909,-0.557197108,-1.046848249,-0.713735339,0.320074576,-0.22307747,-0.951916785
×æ¸¸-Ëï×Ó,1.083797458,0.744163526,0.567411744,1.046109697,0.584524454,1.671403401,1.848130396,1.84271516,1.418233064,-0.720539818,-0.614994491,1.569587627,0.104677004,1.452748743,-1.254605404,-0.031933109,-0.227550576,0.207569503,-0.457075872,0.893550559,-1.611261119,-0.607905958,0.224848021,1.450980786,-0.602376209,-0.678633053,1.477387733,1.415859568,-0.396331794,-0.732284691,0.534088855,-0.695301166,0.394458307
¼ÌÐÖ-¼ÌÃÃ,-1.568100383,-0.621636376,-0.811208093,-1.295056847,-1.290471154,-1.316038644,-1.354763023,-1.567268735,-2.116929415,0.731633082,1.532409705,-1.196577424,-0.605613155,-1.909142618,1.453668863,-1.299172386,-0.781035394,0.869706192,0.400470507,-2.599550788,0.738883377,-0.265293239,0.073945139,-1.78100535,-0.472853697,1.753537087,-2.341431103,-1.984019596,1.078485294,1.543102513,0.135283131,0.874891208,1.790699144
¼ÌÐÖ-¼ÌµÜ,0.420822998,-0.8973917,1.158248818,-1.179823055,-0.188595122,0.399985507,0.353116776,0.2618414,0.039866768,-0.165777137,0.154396317,-1.417068841,1.616147531,0.88161662,0.91201401,0.530292767,0.115232635,0.952819584,-0.348181093,-0.357645889,-0.812425964,-0.768040164,-1.099743945,-0.593662996,0.552532857,-0.472094447,-0.329224156,0.46546107,0.624454555,-0.311832708,1.527665186,-0.329959376,-0.4033936
¼ÌÍâ×æÄ¸-¼ÌÍâËïÅ®,-1.266748356,-1.173147025,-0.968764646,1.28810066,-2.536855517,0.185482489,-2.518101436,1.045745744,0.139029811,1.139546818,-1.568120417,0.066237056,0.639919351,1.725334529,1.393484991,0.731087723,-2.180471439,-0.515517008,-1.437128876,1.585338356,1.576947043,-2.853508888,-2.239899054,0.895546058,2.009661118,-1.843083472,1.989188196,-0.612310423,-2.115386107,-1.362962666,-2.219733432,-1.534809961,1.770752846
¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,-1.085937139,-0.491869164,-0.850597232,0.798357044,-0.531802411,-0.575028215,-1.404266785,-0.587388306,-0.604693011,0.955985637,1.130489133,0.487175216,0.033984619,-1.000523331,-0.111111824,-0.674476968,0.461160646,-0.640187096,-0.075944148,-1.104947522,0.77454566,-0.619078112,-0.278161586,-1.398640863,-0.095079703,-0.935025806,-0.766660449,0.710409137,-0.330575618,0.306479033,0.719739796,0.913757356,0.992847237
¼Ì½ã-¼ÌÃÃ,-0.262241598,-0.848728996,-0.417316711,-1.247042767,-0.333103454,-1.043034802,-0.018161441,-1.523718494,-1.447578876,-0.451316753,1.168767283,-0.294567081,-0.117499065,0.978968687,-0.251540861,-0.429060911,0.130956635,1.257568689,-0.234749033,-0.507106216,-0.348816276,0.42365625,-0.076957744,-0.63391189,0.606500571,0.329132905,-0.307352342,-1.37164943,1.062829061,-0.8064821,-0.174135104,-0.019030193,0.095263842
¼Ì½ã-¼ÌµÜ,-0.447070841,-0.053904825,-0.165226227,-0.797630977,-0.08743929,-0.727130356,0.259059627,-0.953210333,-1.050926704,1.237446115,2.497019076,-0.282540277,1.033776927,-0.474822172,1.501815962,-0.513841003,-0.086034572,0.781051908,1.802490776,-1.783924434,0.988519362,0.688063892,1.311348772,-0.444742091,0.768403711,1.468656251,-0.018644388,0.460562109,0.862429287,1.215397291,0.018391797,1.823225217,1.531397274
¼ÌÄ¸-¼ÌÅ®,-0.257219064,-0.577028897,-0.023425329,0.740740148,0.145580396,-0.180147657,-0.123356936,-0.162773453,-0.697658364,0.512379449,0.585025501,-0.58020369,-0.054380863,-0.562439032,0.520818838,0.530292767,0.661641652,-0.660965444,0.400470507,-0.384335234,0.266358118,-0.674938882,-0.655418792,-0.342107413,0.930306851,0.039800806,-0.372967785,-0.391857163,1.266360082,0.09779882,-0.363224025,0.447363582,0.873169451
¼ÌÄ¸-¼Ì×Ó,-1.218532031,-0.530799328,-1.205099476,0.56788946,-1.214604279,-1.569542212,-1.107244211,-1.946155835,-1.660779418,0.515438802,1.899879941,-1.509274343,-0.309378396,-2.908623833,0.815719814,0.235793498,0.461160646,-0.257865493,2.115563264,-0.746242739,0.025637703,-0.898381959,0.385811095,-1.000176819,-0.300157014,1.628901721,-1.960861528,-1.082610711,-0.358756837,0.399225794,0.327810032,1.48508973,1.339912816
¼Ì¸¸-¼ÌÅ®,-0.531449409,0.977744507,-0.83878049,0.809880423,0.150999458,-1.581242376,0.303613014,-0.169305989,-0.247706056,1.249683527,1.038621574,-1.016175355,0.205666126,-1.35099077,0.803683039,0.396429463,0.546070248,-0.748234506,1.203569496,-2.245116299,0.881532511,-0.373290727,0.747978012,-1.253744847,1.00586165,0.752893149,-2.05272315,-0.288978975,1.040910336,0.306479033,-0.012550026,0.38906436,0.550039429
¼Ì¸¸-¼Ì×Ó,-0.684134436,0.78958205,-0.535484126,0.971207732,0.028167376,-0.984533978,-0.389439658,-0.238986375,-0.431157686,-0.471712439,2.240555473,1.329051535,0.303288944,-0.870720576,1.995323717,0.887261577,-0.828207396,-0.487812544,1.693595998,-1.062244572,0.935025937,-0.377014778,1.046430379,-0.171049616,0.012855724,1.361825937,-0.788532264,0.073544163,0.499204697,0.862959599,-0.242894712,1.380151131,1.631128762
¼Ì×æÄ¸-¼ÌËïÅ®,-2.431976195,-0.767624489,-0.870291801,0.932796468,-0.423421161,-2.037548798,0.4521243,-0.043010289,-0.2328316,-0.798043428,-0.955670023,0.467130541,-0.437297951,0.265053533,-1.033931204,-2.86091093,-2.038955435,-1.346650929,-0.575045215,-0.84872982,-0.794594822,-0.544597086,-0.848239141,0.090568191,0.408618955,0.898894578,-0.263608712,-1.51861827,-0.894199983,-0.404579469,-0.775781671,0.233599768,-0.622802874
¼Ì×æÄ¸-¼ÌËï×Ó,-0.995531531,-0.151230234,-0.141592744,1.043228852,-0.233753976,-0.282524098,-0.624582529,-0.326086858,-0.90218214,0.711237395,0.728568562,-2.940464086,-0.344724589,0.216377499,1.303209182,-1.845780876,-0.741725393,-1.762217889,2.101951417,-0.944811458,0.266358118,0.386415737,-0.202710145,-0.130800723,-0.904595404,-0.267336346,-1.390007166,-1.457381253,-1.528277394,0.306479033,-0.85313623,0.534812414,0.813330558
¼Ì×æ¸¸-¼ÌËïÅ®,-1.86945241,0.408390866,-0.643804256,0.495868339,-0.369230537,-1.979047975,-1.218627676,-0.456737582,-1.831835667,-1.032593827,-0.333650091,-1.136443401,-0.824422919,-0.951847298,-0.141203761,-0.908737749,-0.529451386,-1.720661193,-0.212062621,-2.866444228,-0.00110901,-0.36770465,-0.177559665,-1.066587493,-0.014128133,0.64072132,-1.586853498,-2.008514403,-1.011621726,0.631092696,-0.930490788,-0.660321633,0.065344395
¼Ì×æ¸¸-¼ÌËï×Ó,0.722175025,2.038591462,0.803746574,1.28810066,0.822963202,1.179996485,0.303613014,-3.004426698,1.328986326,-1.246748538,-1.108782622,-0.294567081,-1.632335896,0.362405599,-2.097179621,0.99881433,1.21591267,-1.512877713,1.625536762,0.624521971,-1.472178212,-1.680432731,0.073945139,1.318159438,0.228726577,-0.774780335,0.545648429,1.004346817,-0.095732133,-0.991975622,-1.497757551,-1.010116964,-0.921997339
¾Ë¹«-ÉûËï,0.541363809,0.286734105,0.468938899,0.884782388,0.299120499,0.282983861,0.105597964,0.000539952,0.039866768,1.547460555,1.55154878,0.607443261,0.926055197,0.816715243,0.91201401,0.128702855,0.964328662,0.260207984,1.149122107,0.240195417,1.487791334,0.777441123,1.36500313,0.593679358,-0.868616928,1.14816531,-0.132377824,0.489955877,-0.127044598,1.852258383,-0.466363436,1.166387318,1.212256511
¾ËÄ¸-ÍâÉû,0.586566613,0.152911669,0.715121013,0.229390195,0.416533518,0.858241957,0.712019052,0.637462231,-0.362983094,0.894798577,-0.218815642,0.336840159,-0.067004504,0.386743616,0.716416424,0.530292767,1.133361667,-0.567462878,0.366440889,1.040875738,-0.362189632,0.442276506,0.023644178,0.986106068,0.970782636,-0.894964438,-0.192525315,0.398100352,0.585313975,2.022294112,0.358751855,-0.019030193,0.708612495
¾ËÄ¸-ÍâÉûÅ®,0.420822998,-0.126898881,-0.95399372,0.344623987,-0.802755533,0.200107694,0.730582963,0.572136869,0.752601139,0.650050335,-0.764279275,0.096304067,-0.092251784,0.557109732,-0.396985219,-1.695184659,-1.390340414,-0.65057627,-0.705492085,-0.336294414,-0.883750531,0.246763813,-0.655418792,0.789892713,-0.756184192,0.346937958,0.791706344,0.636924717,-0.694583021,-0.551428507,-0.234299761,-0.937242937,-0.65272232
¾Ë¸¸-ÍâÉû,-0.201971192,0.10830419,0.843135712,0.980810548,0.299120499,-0.360525196,0.056094202,0.152965797,-0.208040839,-1.389518346,-0.362358703,0.266683799,-0.689770756,-0.156805422,0.91201401,0.396429463,0.005164631,-0.501664776,-0.552358803,-0.016022286,1.024181646,-0.134951444,-0.496132416,-0.251547403,-0.059101228,0.400353114,-0.132377824,-0.244888323,-0.189669527,0.708381664,-1.480567649,-0.563156264,0.633813879
